run_id,world_half_cm,thickness_nm,density_g_cm3,E_keV,N_injected,N_uncollided,N_trans_total,T_counts,mu_counts_per_mm,mu_counts_cm2_g,mu_calc_per_mm,mu_calc_cm2_g,mu_tr_per_mm,mu_tr_cm2_g,mu_ref_cm2_g,mu_en_ref_cm2_g,delta_mu_percent,delta_mu_en_percent,sigma_T_counts,sigma_mu_counts_cm2_g,mu_en_cpe_per_mm,mu_en_cpe_cm2_g,delta_mu_en_cpe_percent,absorbed_fraction,mu_en_per_mm,mu_en_cm2_g,mu_en_raw_per_mm,mu_en_raw_cm2_g,mu_eff_per_mm,mu_eff_cm2_g,E_trans_unc_keV,E_trans_tot_keV,E_abs_keV,T_energy_tot
896,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,4.1400000000e+01,2.0000000000e+05,1.9453400000e+05,1.9453400000e+05,9.7267000000e-01,1.8473607712e+01,9.5718174676e+00,1.8737005177e+01,9.7082928380e+00,1.7175423580e+01,8.8991832023e+00,1.0009060000e+01,8.6534000000e+00,-4.3684674926e+00,-9.3821697475e+01,3.6457558270e-04,1.2947129424e-01,1.5971481536e+01,8.2753790340e+00,-4.3684674926e+00,1.5477632029e-03,1.5971481536e+01,8.2753790340e+00,1.0318421353e+00,5.3463323071e-01,1.0326414838e+00,5.3504740094e-01,8.0537076000e+06,8.0537076000e+06,1.2815479320e+04,9.7267000000e-01
897,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,5.0000000000e+01,2.0000000000e+05,1.9667700000e+05,1.9667700000e+05,9.8338500000e-01,1.1169718216e+01,5.7874187647e+00,1.1376674087e+01,5.8946497862e+00,1.0214979915e+01,5.2927357071e+00,5.9490000000e+00,5.0500000000e+00,-2.7161075023e+00,-9.4251150457e+01,2.8582286276e-04,1.0039794353e-01,9.4817745823e+00,4.9128365711e+00,-2.7161075023e+00,8.4046743100e-04,9.4817745823e+00,4.9128365711e+00,5.6031162067e-01,2.9031690190e-01,5.6054721452e-01,2.9043897125e-01,9.8338500000e+06,9.8338500000e+06,8.4046743100e+03,9.8338500000e-01
898,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,5.2800000000e+01,2.0000000000e+05,1.9712500000e+05,1.9712500000e+05,9.8562500000e-01,9.6528808432e+00,5.0014926649e+00,9.8552117048e+00,5.1063273082e+00,8.7891865366e+00,4.5539826614e+00,5.3229200000e+00,4.4956000000e+00,-6.0385528077e+00,-9.4681115897e+01,2.6616122346e-04,9.3279133998e-02,8.1525724825e+00,4.2241308200e+00,-6.0385528077e+00,6.9224010701e-04,8.1525724825e+00,4.2241308200e+00,4.6149340467e-01,2.3911575372e-01,4.6165321055e-01,2.3919855469e-01,1.0408200000e+07,1.0408200000e+07,7.3100555300e+03,9.8562500000e-01
899,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,6.0000000000e+01,2.0000000000e+05,1.9783700000e+05,1.9783700000e+05,9.8918500000e-01,7.2492714790e+00,3.7560992119e+00,7.0283824513e+00,3.6416489385e+00,6.1721593481e+00,3.1980100249e+00,3.7130000000e+00,3.0700000000e+00,1.1607652013e+00,-9.4754785845e+01,2.3127943894e-04,8.0762719602e-02,5.9938764990e+00,3.1056354917e+00,1.1607652013e+00,4.6617627583e-04,5.9938764990e+00,3.1056354917e+00,3.1078418389e-01,1.6102807455e-01,3.1085664652e-01,1.6106561996e-01,1.1870220000e+07,1.1870220000e+07,5.5941153100e+03,9.8918500000e-01
900,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,6.3100000000e+01,2.0000000000e+05,1.9813900000e+05,1.9813900000e+05,9.9069500000e-01,6.2323746349e+00,3.2292096554e+00,6.1485383923e+00,3.1857711877e+00,5.3683965092e+00,2.7815525954e+00,3.3351417323e+00,2.7377060368e+00,-3.1762391346e+00,-9.4984939670e+01,2.1469067254e-04,7.4855658862e-02,5.1159473962e+00,2.6507499462e+00,-3.1762391346e+00,3.9747657924e-04,5.1159473962e+00,2.6507499462e+00,2.6498438616e-01,1.3729760941e-01,2.6503706266e-01,1.3732490293e-01,1.2502570900e+07,1.2502570900e+07,5.0161544300e+03,9.9069500000e-01
901,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,6.5000000000e+01,2.0000000000e+05,1.9830700000e+05,1.9830700000e+05,9.9153500000e-01,5.6673543966e+00,2.9364530552e+00,5.6658371387e+00,2.9356669112e+00,4.9458506987e+00,2.5626169423e+00,3.1035511811e+00,2.5340419947e+00,-5.3840944168e+00,-9.5042274128e+01,2.0485780160e-04,7.1366745266e-02,4.6273810877e+00,2.3976067812e+00,-5.3840944168e+00,3.6370132692e-04,4.6273810877e+00,2.3976067812e+00,2.4246755128e-01,1.2563085559e-01,2.4251165486e-01,1.2565370718e-01,1.2889955000e+07,1.2889955000e+07,4.7281172500e+03,9.9153500000e-01
902,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,6.7200000000e+01,2.0000000000e+05,1.9841600000e+05,1.9841600000e+05,9.9208000000e-01,5.3010198584e+00,2.7466424137e+00,5.1689759027e+00,2.6782258563e+00,4.5124954464e+00,2.3380805422e+00,2.8353937008e+00,2.2982204724e+00,-3.1301221797e+00,-9.5175938275e+01,1.9820789086e-04,6.9012169078e-02,4.2967268919e+00,2.2262833637e+00,-3.1301221797e+00,3.2096162723e-04,4.2967268919e+00,2.2262833637e+00,2.1397441816e-01,1.1086757417e-01,2.1400876429e-01,1.1088537010e-01,1.3333555200e+07,1.3333555200e+07,4.3137242700e+03,9.9208000000e-01
903,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,6.8000000000e+01,2.0000000000e+05,1.9852700000e+05,1.9852700000e+05,9.9263500000e-01,4.9281703464e+00,2.5534561380e+00,4.9984736166e+00,2.5898827029e+00,4.3672029303e+00,2.2627994458e+00,2.7378818898e+00,2.2124671916e+00,-6.7360740599e+00,-9.5763823372e+01,1.9119043876e-04,6.6531607627e-02,3.9824271627e+00,2.0634337630e+00,-6.7360740599e+00,2.7133103235e-04,3.9824271627e+00,2.0634337630e+00,1.8088735490e-01,9.3724018084e-02,1.8091189952e-01,9.3736735502e-02,1.3499836000e+07,1.3499836000e+07,3.6901020400e+03,9.9263500000e-01
904,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,6.9000000000e+01,2.0000000000e+05,1.9853200000e+05,1.9853200000e+05,9.9266000000e-01,4.9113802304e+00,2.5447565961e+00,4.7698472494e+00,2.4714234453e+00,4.1927869207e+00,2.1724284563e+00,2.6159921260e+00,2.1052755906e+00,-2.7230789128e+00,-9.4992798433e+01,1.9086807486e-04,6.6417756717e-02,3.9525382406e+00,2.0479472749e+00,-2.7230789128e+00,3.0517756087e-04,3.9525382406e+00,2.0479472749e+00,2.0345170725e-01,1.0541539236e-01,2.0348275801e-01,1.0543148084e-01,1.3698708000e+07,1.3698708000e+07,4.2114503400e+03,9.9266000000e-01
905,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,7.0000000000e+01,2.0000000000e+05,1.9369000000e+05,1.9369000000e+05,9.6845000000e-01,2.1372282463e+01,1.1073721483e+01,2.0967598769e+01,1.0864040813e+01,2.0370817980e+01,1.0554827969e+01,2.7904295942e+00,2.0866372315e+00,2.9684647505e+02,-9.2506060623e+01,3.9086185219e-04,1.3941115143e-01,1.5981840359e+01,8.2807463002e+00,2.9684647505e+02,4.5269499786e-04,1.5981840359e+01,8.2807463002e+00,3.0179666524e-01,1.5637132914e-01,3.0186499678e-01,1.5640673408e-01,1.3558300000e+07,1.3558300000e+07,6.3377299700e+03,9.6845000000e-01
906,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,7.2000000000e+01,2.0000000000e+05,1.9417800000e+05,1.9417800000e+05,9.7089000000e-01,1.9694734921e+01,1.0204525866e+01,1.9630992434e+01,1.0171498671e+01,1.8973112566e+01,9.8306282724e+00,3.7943436755e+00,2.2451097852e+00,1.6894047399e+02,-9.3494192913e+01,3.7591626661e-04,1.3374345029e-01,1.1653357173e+01,6.0380088980e+00,1.6894047399e+02,4.2285097083e-04,1.1653357173e+01,6.0380088980e+00,2.8190064722e-01,1.4606251151e-01,2.8196026501e-01,1.4609340156e-01,1.3980816000e+07,1.3980816000e+07,6.0890539800e+03,9.7089000000e-01
907,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,7.5000000000e+01,2.0000000000e+05,1.9462000000e+05,1.9462000000e+05,9.7310000000e-01,1.8178951436e+01,9.4191458218e+00,1.7727241076e+01,9.1850990030e+00,1.7064974527e+01,8.8419557135e+00,5.3002147973e+00,2.4828186158e+00,7.7712530192e+01,-9.4571171225e+01,3.6177610479e-04,1.2842034663e-01,8.5156999796e+00,4.4122797822e+00,7.7712530192e+01,3.9021117733e-04,8.5156999796e+00,4.4122797822e+00,2.6014078489e-01,1.3478797144e-01,2.6019155302e-01,1.3481427617e-01,1.4596500000e+07,1.4596500000e+07,5.8531676600e+03,9.7310000000e-01
908,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,8.0000000000e+01,2.0000000000e+05,1.9551100000e+05,1.9551100000e+05,9.7755500000e-01,1.5133815147e+01,7.8413549986e+00,1.5104797765e+01,7.8263200854e+00,1.4451440180e+01,7.4877928394e+00,7.8100000000e+00,2.8790000000e+00,4.0147245319e-01,-9.6486448651e+01,3.3121912667e-04,1.1703766220e-01,5.5787776964e+00,2.8905583919e+00,4.0147245319e-01,2.9284414000e-04,5.5787776964e+00,2.8905583919e+00,1.9522942667e-01,1.0115514335e-01,1.9525801815e-01,1.0116995759e-01,1.5640880000e+07,1.5640880000e+07,4.6855062400e+03,9.7755500000e-01
909,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,8.5700000000e+01,2.0000000000e+05,1.9618500000e+05,1.9618500000e+05,9.8092500000e-01,1.2839516626e+01,6.6525992880e+00,1.2672373918e+01,6.5659968486e+00,1.2055110647e+01,6.2461713196e+00,6.8489800000e+00,2.6569850000e+00,-2.8672986638e+00,-9.6979097812e+01,3.0586879847e-04,1.0770870537e-01,4.9809465179e+00,2.5808013046e+00,-2.8672986638e+00,2.3236693757e-04,4.9809465179e+00,2.5808013046e+00,1.5491129172e-01,8.0264917987e-02,1.5492929264e-01,8.0274244889e-02,1.6813054500e+07,1.6813054500e+07,3.9827693100e+03,9.8092500000e-01
910,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.0000000000e+02,2.0000000000e+05,1.9738300000e+05,1.9738300000e+05,9.8691500000e-01,8.7809085409e+00,4.5496935445e+00,8.5705998776e+00,4.4407253252e+00,8.0453884161e+00,4.1685950342e+00,4.4380000000e+00,2.1000000000e+00,2.5167540447e+00,-9.7727132231e+01,2.5410413982e-04,8.8937193898e-02,4.1550040414e+00,2.1528518349e+00,2.5167540447e+00,1.3817899600e-04,4.1550040414e+00,2.1528518349e+00,9.2119330667e-02,4.7730223143e-02,9.2125695731e-02,4.7733521104e-02,1.9738300000e+07,1.9738300000e+07,2.7635799200e+03,9.8691500000e-01
911,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.0920000000e+02,2.0000000000e+05,1.9798500000e+05,1.9798500000e+05,9.8992500000e-01,6.7507308660e+00,3.4977880135e+00,6.8378461187e+00,3.5429254501e+00,6.3625396651e+00,3.2966526762e+00,3.9123120000e+00,1.8861552000e+00,-1.0595371395e+01,-9.8365186764e+01,2.2331025922e-04,7.7921591720e-02,3.2545783994e+00,1.6863100515e+00,-1.0595371395e+01,8.9267657509e-05,3.2545783994e+00,1.6863100515e+00,5.9511771673e-02,3.0835114856e-02,5.9514428069e-02,3.0836491228e-02,2.1619962000e+07,2.1619962000e+07,1.9496056400e+03,9.8992500000e-01
912,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.3920000000e+02,2.0000000000e+05,1.9890400000e+05,1.9890400000e+05,9.9452000000e-01,3.6633801880e+00,1.8981244497e+00,3.6872745870e+00,1.9105049674e+00,3.3280584516e+00,1.7243826174e+00,2.1981120000e+00,1.1888352000e+00,-1.3647509783e+01,-9.8853021174e+01,1.6507527980e-04,5.7335017935e-02,1.9813163835e+00,1.0265887998e+00,-1.3647509783e+01,3.9475316810e-05,1.9813163835e+00,1.0265887998e+00,2.6316877873e-02,1.3635688017e-02,2.6317397321e-02,1.3635957161e-02,2.7687436800e+07,2.7687436800e+07,1.0989928200e+03,9.9452000000e-01
913,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.5000000000e+02,2.0000000000e+05,1.9909000000e+05,1.9909000000e+05,9.9545000000e-01,3.0402551709e+00,1.5752617466e+00,3.0573088142e+00,1.5840978312e+00,2.7269739263e+00,1.4129398582e+00,1.5810000000e+00,9.3780000000e-01,-3.6295088032e-01,-9.8894335890e+01,1.5048749948e-04,5.2219463665e-02,1.8033847560e+00,9.3439624664e-01,-3.6295088032e-01,3.0018017667e-05,1.8033847560e+00,9.3439624664e-01,2.0012011778e-02,1.0368918020e-02,2.0012312144e-02,1.0369073650e-02,2.9863500000e+07,2.9863500000e+07,9.0054053000e+02,9.9545000000e-01
914,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.5800000000e+02,2.0000000000e+05,1.9919200000e+05,1.9919200000e+05,9.9596000000e-01,2.6987885644e+00,1.3983360437e+00,2.6861600884e+00,1.3917927919e+00,2.3740008444e+00,1.2300522510e+00,1.4535440000e+00,8.6636000000e-01,-3.7981620292e+00,-9.8923803937e+01,1.4183931754e-04,4.9193323944e-02,1.6085666899e+00,8.3345424345e-01,-3.7981620292e+00,2.6992204747e-05,1.6085666899e+00,8.3345424345e-01,1.7994803165e-02,9.3237322096e-03,1.7995046029e-02,9.3238580459e-03,3.1472336000e+07,3.1472336000e+07,8.5295367000e+02,9.9596000000e-01
915,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.7750000000e+02,2.0000000000e+05,1.9939600000e+05,1.9939600000e+05,9.9698000000e-01,2.0163796014e+00,1.0447562701e+00,2.0207062714e+00,1.0469980681e+00,1.7456354281e+00,9.0447431507e-01,1.1428700000e+00,6.9222500000e-01,-8.5848547827e+00,-9.8957823338e+01,1.2269636506e-04,4.2510545947e-02,1.2213010837e+00,6.3279848898e-01,-8.5848547827e+00,2.0885130422e-05,1.2213010837e+00,6.3279848898e-01,1.3923420282e-02,7.2142073998e-03,1.3923565680e-02,7.2142827357e-03,3.5392790000e+07,3.5392790000e+07,7.4142213000e+02,9.9698000000e-01
916,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,2.0000000000e+02,2.0000000000e+05,1.9953600000e+05,1.9953600000e+05,9.9768000000e-01,1.5484635798e+00,8.0231273563e-01,1.5176885824e+00,7.8636714111e-01,1.2743880908e+00,6.6030471028e-01,7.8440000000e-01,4.9130000000e-01,2.2836225940e+00,-9.9373989736e+01,1.0757828777e-04,3.7246442064e-02,9.6986251496e-01,5.0251943781e-01,2.2836225940e+00,8.9038285000e-06,9.6986251496e-01,5.0251943781e-01,5.9358856667e-03,3.0755884283e-03,5.9359120929e-03,3.0756021207e-03,3.9907200000e+07,3.9907200000e+07,3.5615314000e+02,9.9768000000e-01
917,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,2.2620000000e+02,2.0000000000e+05,1.9965900000e+05,1.9965900000e+05,9.9829500000e-01,1.1376367778e+00,5.8944910769e-01,1.1399586573e+00,5.9065215406e-01,9.2530250029e-01,4.7943134730e-01,6.6372280000e-01,4.1427200000e-01,-1.1190468718e+01,-9.9472270783e+01,9.2252180869e-05,3.1920462685e-02,7.1007213137e-01,3.6791302143e-01,-1.1190468718e+01,6.3291485411e-06,7.1007213137e-01,3.6791302143e-01,4.2194323608e-03,2.1862343838e-03,4.2194457135e-03,2.1862413023e-03,4.5162865800e+07,4.5162865800e+07,2.8633068000e+02,9.9829500000e-01
918,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,2.5100000000e+02,2.0000000000e+05,1.9973500000e+05,1.9973500000e+05,9.9867500000e-01,8.8391905911e-01,4.5798914980e-01,9.0544619661e-01,4.6914310705e-01,7.1124648550e-01,3.6852149508e-01,5.4949400000e-01,3.4136000000e-01,-1.6652565852e+01,-9.9360456279e+01,8.1340161513e-05,2.8134051889e-02,5.4911356633e-01,2.8451480121e-01,-1.6652565852e+01,6.3202089642e-06,5.4911356633e-01,2.8451480121e-01,4.2134726428e-03,2.1831464470e-03,4.2134859579e-03,2.1831533460e-03,5.0133485000e+07,5.0133485000e+07,3.1727449000e+02,9.9867500000e-01
919,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,2.8830000000e+02,2.0000000000e+05,1.9979100000e+05,1.9979100000e+05,9.9895500000e-01,6.9703092879e-01,3.6115592165e-01,6.7700522144e-01,3.5077990748e-01,5.0699899264e-01,2.6269377857e-01,3.7769020000e-01,2.3169800000e-01,-4.3777356007e+00,-9.9742060283e+01,7.2246383127e-05,2.4981678610e-02,4.2760090714e-01,2.2155487417e-01,-4.3777356007e+00,1.7301711759e-06,4.2760090714e-01,2.2155487417e-01,1.1534474506e-03,5.9764116610e-04,1.1534484484e-03,5.9764168312e-04,5.7599745300e+07,5.7599745300e+07,9.9761670000e+01,9.9895500000e-01
920,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,3.0000000000e+02,2.0000000000e+05,1.9984900000e+05,1.9984900000e+05,9.9924500000e-01,5.0352343736e-01,2.6089297272e-01,6.2530501811e-01,3.2399223736e-01,4.6137215478e-01,2.3905292994e-01,3.2380000000e-01,1.9730000000e-01,-1.9427741592e+01,-9.9660564279e+01,6.1417830269e-05,2.1231169522e-02,3.0681029707e-01,1.5896906584e-01,-1.9427741592e+01,1.9388008333e-06,3.0681029707e-01,1.5896906584e-01,1.2925338889e-03,6.6970667818e-04,1.2925351419e-03,6.6970732739e-04,5.9954700000e+07,5.9954700000e+07,1.1632805000e+02,9.9924500000e-01
921,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,3.6770000000e+02,2.0000000000e+05,1.9986800000e+05,1.9986800000e+05,9.9934000000e-01,4.4014526392e-01,2.2805454089e-01,4.2768006243e-01,2.2159588727e-01,2.9125113431e-01,1.5090732348e-01,2.3490990000e-01,1.3819790000e-01,-2.9182929742e+00,-9.9623874579e+01,5.7426666280e-05,1.9849600315e-02,2.5893821916e-01,1.3416488039e-01,-2.9182929742e+00,1.5048135708e-06,2.5893821916e-01,1.3416488039e-01,1.0032090472e-03,5.1979743380e-04,1.0032098021e-03,5.1979782490e-04,7.3491463600e+07,7.3491463600e+07,1.1066399000e+02,9.9934000000e-01
922,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,3.9800000000e+02,2.0000000000e+05,1.9988100000e+05,1.9988100000e+05,9.9940500000e-01,3.9678472183e-01,2.0558793877e-01,3.7414640688e-01,1.9385824191e-01,2.4661308951e-01,1.2777880285e-01,1.9512600000e-01,1.1174600000e-01,5.3616323676e+00,-9.9583421779e+01,5.4527331449e-05,1.8846215726e-02,2.2723320073e-01,1.1773740970e-01,5.3616323676e+00,1.3476500000e-06,2.2723320073e-01,1.1773740970e-01,8.9843333333e-04,4.6550949914e-04,8.9843393875e-04,4.6550981282e-04,7.9552638000e+07,7.9552638000e+07,1.0727294000e+02,9.9940500000e-01
923,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,4.6870000000e+02,2.0000000000e+05,1.9991500000e+05,1.9991500000e+05,9.9957500000e-01,2.8339355873e-01,1.4683604079e-01,2.9037332881e-01,1.5045250198e-01,1.7965324163e-01,9.3084581157e-02,1.5492110000e-01,8.5542800000e-02,-5.2188237802e+00,-9.9851802897e+01,4.6087925479e-05,1.5926604897e-02,1.5648145098e-01,8.1078472012e-02,-5.2188237802e+00,3.6700480051e-07,1.5648145098e-01,8.1078472012e-02,2.4466986701e-04,1.2677195182e-04,2.4466991193e-04,1.2677197509e-04,9.3700160500e+07,9.3700160500e+07,3.4403030000e+01,9.9957500000e-01
924,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,5.0000000000e+02,2.0000000000e+05,1.9990900000e+05,1.9990900000e+05,9.9954500000e-01,3.0340236261e-01,1.5720329669e-01,2.6555034714e-01,1.3759085344e-01,1.6051475126e-01,8.3168264902e-02,1.3780000000e-01,7.4400000000e-02,1.4080766827e+01,-9.9569393931e+01,4.7686107778e-05,1.6479383362e-02,1.6381085470e-01,8.4876090519e-02,1.4080766827e+01,9.2747380000e-07,1.6381085470e-01,8.4876090519e-02,6.1831586667e-04,3.2037091537e-04,6.1831615339e-04,3.2037106393e-04,9.9954500000e+07,9.9954500000e+07,9.2747380000e+01,9.9954500000e-01
925,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,5.9770000000e+02,2.0000000000e+05,1.9993900000e+05,1.9993900000e+05,9.9969500000e-01,2.0336434797e-01,1.0537012848e-01,2.1133177056e-01,1.0949832672e-01,1.2086624545e-01,6.2624997641e-02,1.0995550000e-01,5.7136410000e-02,-4.1702065989e+00,-9.9807393785e+01,3.9045292610e-05,1.3491262541e-02,1.0567464806e-01,5.4753703660e-02,-4.1702065989e+00,3.1858976075e-07,1.0567464806e-01,5.4753703660e-02,2.1239317383e-04,1.1004827660e-04,2.1239320770e-04,1.1004829414e-04,1.1950354030e+08,1.1950354030e+08,3.8084220000e+01,9.9969500000e-01
926,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,6.3100000000e+02,2.0000000000e+05,1.9995200000e+05,1.9995200000e+05,9.9976000000e-01,1.6001920307e-01,8.2911504183e-02,1.9863307191e-01,1.0291869011e-01,1.1197942321e-01,5.8020426535e-02,1.0486080000e-01,5.4180250000e-02,-2.0931840895e+01,-9.9902275711e+01,3.4636858980e-05,1.1967244843e-02,8.2679899708e-02,4.2839326273e-02,-2.0931840895e+01,1.5328232964e-07,8.2679899708e-02,4.2839326273e-02,1.0218821976e-04,5.2947264123e-05,1.0218822757e-04,5.2947268171e-05,1.2616971200e+08,1.2616971200e+08,1.9344230000e+01,9.9976000000e-01
927,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,7.0000000000e+02,2.0000000000e+05,1.9993500000e+05,1.9993500000e+05,9.9967500000e-01,2.1670188263e-01,1.1228076820e-01,1.7705510677e-01,9.1738397289e-02,9.7647872742e-02,5.0594752716e-02,9.4980000000e-02,4.8505000000e-02,1.8215169722e+01,-9.9865720905e+01,4.0304737625e-05,1.3926715345e-02,1.1066671738e-01,5.7340268074e-02,1.8215169722e+01,1.8855735714e-07,1.1066671738e-01,5.7340268074e-02,1.2570490476e-04,6.5132075006e-05,1.2570491663e-04,6.5132081157e-05,1.3995450000e+08,1.3995450000e+08,2.6398030000e+01,9.9967500000e-01
928,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,7.6290000000e+02,2.0000000000e+05,1.9995400000e+05,1.9995400000e+05,9.9977000000e-01,1.5335096937e-01,7.9456460814e-02,1.6232174874e-01,8.4104533026e-02,8.8254951900e-02,4.5727954352e-02,8.5972720000e-02,4.3331475000e-02,-7.5794498370e+00,-9.9918993080e+01,3.3907749852e-05,1.1715216037e-02,7.7291072046e-02,4.0047187589e-02,-7.5794498370e+00,1.0161882291e-07,7.7291072046e-02,4.0047187589e-02,6.7745881942e-05,3.5101493234e-05,6.7745885383e-05,3.5101495017e-05,1.5254490660e+08,1.5254490660e+08,1.5505000000e+01,9.9977000000e-01
929,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,9.7330000000e+02,2.0000000000e+05,1.9996300000e+05,1.9996300000e+05,9.9981500000e-01,1.2334474307e-01,6.3909193303e-02,1.3004316626e-01,6.7379878891e-02,6.9399716949e-02,3.5958402564e-02,6.8113080000e-02,3.3763920000e-02,-6.1719227750e+00,-9.9813628998e+01,3.0410999244e-05,1.0506606673e-02,6.1142471278e-02,3.1680036932e-02,-6.1719227750e+00,1.8217122162e-07,6.1142471278e-02,3.1680036932e-02,1.2144748108e-04,6.2926155999e-05,1.2144749217e-04,6.2926161747e-05,1.9462398790e+08,1.9462398790e+08,3.5461450000e+01,9.9981500000e-01
930,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.0000000000e+03,2.0000000000e+05,1.9996900000e+05,1.9996900000e+05,9.9984500000e-01,1.0334134249e-01,5.3544737044e-02,1.2721952737e-01,6.5916853562e-02,6.7860004790e-02,3.5160624243e-02,6.6180000000e-02,3.2760000000e-02,-1.9092267991e+01,-9.9968120217e+01,2.7836664222e-05,9.6169186783e-03,5.1155369902e-02,2.6505373006e-02,-1.9092267991e+01,3.0234850000e-08,5.1155369902e-02,2.6505373006e-02,2.0156566667e-05,1.0443816926e-05,2.0156566943e-05,1.0443817069e-05,1.9996900000e+08,1.9996900000e+08,6.0469700000e+00,9.9984500000e-01
931,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.2410000000e+03,2.0000000000e+05,1.9996700000e+05,1.9996700000e+05,9.9983500000e-01,1.1000907600e-01,5.6999521243e-02,1.0781593459e-01,5.5863178544e-02,5.7684828097e-02,2.9888511967e-02,5.6144760000e-02,2.7795400000e-02,1.5224238964e+00,-9.9964596224e+01,2.8720443503e-05,9.9223430598e-03,5.4461828156e-02,2.8218563812e-02,1.5224238964e+00,2.8488597905e-08,5.4461828156e-02,2.8218563812e-02,1.8992398603e-05,9.8406210379e-06,1.8992398887e-05,9.8406211851e-06,2.4815904700e+08,2.4815904700e+08,7.0708700000e+00,9.9983500000e-01
932,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.5000000000e+03,2.0000000000e+05,1.9997300000e+05,1.9997300000e+05,9.9986500000e-01,9.0006075547e-02,4.6635272304e-02,9.6055822304e-02,4.9769856116e-02,5.1792972143e-02,2.6835736861e-02,5.0000000000e-02,2.4840000000e-02,-6.7294553919e+00,-9.9964479404e+01,2.5979008353e-05,8.9749623463e-03,4.4715018332e-02,2.3168403281e-02,-6.7294553919e+00,2.5543500000e-08,4.4715018332e-02,2.3168403281e-02,1.7029000000e-05,8.8233160622e-06,1.7029000205e-05,8.8233161686e-06,2.9995950000e+08,2.9995950000e+08,7.6630500000e+00,9.9986500000e-01
933,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.5800000000e+03,2.0000000000e+05,1.9997300000e+05,1.9997300000e+05,9.9986500000e-01,9.0006075547e-02,4.6635272304e-02,9.3725816708e-02,4.8562599330e-02,5.0715202121e-02,2.6277306799e-02,4.9092800000e-02,2.4475200000e-02,-5.0058821171e+00,-9.9964234587e+01,2.5979008353e-05,8.9749623463e-03,4.4872500656e-02,2.3250000340e-02,-5.0058821171e+00,2.5341835443e-08,4.4872500656e-02,2.3250000340e-02,1.6894556962e-05,8.7536564570e-06,1.6894557153e-05,8.7536565558e-06,3.1595734000e+08,3.1595734000e+08,8.0080200000e+00,9.9986500000e-01
934,1.0000000000e+02,1.5000000000e+03,1.9300000000e+01,1.5840000000e+03,2.0000000000e+05,1.9997400000e+05,1.9997400000e+05,9.9987000000e-01,8.6672300488e-02,4.4907927714e-02,9.3620171291e-02,4.8507860773e-02,5.0668069479e-02,2.6252885741e-02,4.9047440000e-02,2.4456960000e-02,-8.4398131399e+00,-9.9971079464e+01,2.5493440333e-05,8.8071692266e-03,4.3218177873e-02,2.2392838276e-02,-8.4398131399e+00,2.0476578283e-08,4.3218177873e-02,2.2392838276e-02,1.3651052189e-05,7.0730840355e-06,1.3651052354e-05,7.0730841214e-06,3.1675881600e+08,3.1675881600e+08,6.4869800000e+00,9.9987000000e-01
